User Name,Track Name,Post Time,Plays,Likes
VUX,BIGCITYBOI ( VUX REMIX ) - Touliver x Binz,Posted 1 year ago,"448,600 plays","3,982"
VUX,Hoa Nở Không Màu ( VUX REMIX ) - Hoài Lâm //demo,Posted 1 year ago,"9,162 plays",86
VUX,CỐ GIANG TÌNH ( VUX Remix ) - Phát Hồ x JokeS Bii ft DinhLong,Posted 1 year ago,"15,842 plays",135
VUX,CHÂN ÁI (VUX Remix) - Orange x Khói x Châu Đăng Khoa,Posted 1 year ago,"489,216 plays","4,065"
1967 Music,L.O.V.E - Nguyên x R-IN,Posted 12 days ago,"1,381 plays",8
1967 Music,Tell Ur Mom II (Remix)Winno ft Heily,Posted 13 days ago,"217,520 plays","3,599"
1967 Music,Tell Ur Mom II - Winno ft. Heily,Posted 13 days ago,"3,984 plays",50
1967 Music,NHẮN TỚI KHOẢNG TRỜI EM - QUÂN A.P,Posted 17 days ago,"3,993 plays",87
1967 Music,LUV U 300.000 Kms [Lofi] DRUM7,Posted 17 days ago,167 plays,11
1967 Music,LUV U 300.000 Kms - DRUM7,Posted 17 days ago,266 plays,10
1967 Music,Lời Thanh Xuân Chưa Nói - Night,Posted 17 days ago,169 plays,6
1967 Music,Cứ nói yêu lần này - LiL Z Poet,Posted 17 days ago,"1,006 plays",42
1967 Music,Falling [Lofi] Graykee x Dứa,Posted 18 days ago,342 plays,20
1967 Music,Bao Lâu Ta Lại Yêu Một Người [Lofi] - Doãn Hiếu,Posted 18 days ago,"22,491 plays",566
1967 Music,Cuộc Điện Thoại - Tùa ft. CM1X,Posted 23 days ago,"1,304 plays",24
1967 Music,Nếu Anh Thấy Lòng Mình Yếu Đuối -Tùa ft. CM1X,Posted 23 days ago,"21,917 plays",411
1967 Music,Viên Đá Nhỏ - Hương Ly,Posted 23 days ago,"2,995 plays",59
1967 Music,Ký Ức Vỡ Đôi [Lofi] Trần Khánh Huyền (Cover),Posted 23 days ago,"2,805 plays",66
1967 Music,Liệu Còn Mai - Nguyễn Thị Thảo x Non Hanta,Posted 2 months ago,"1,068 plays",17
1967 Music,Liệu còn mai? [Lofi] Nguyễn Thị Thảo ft. Non Hanta,Posted 2 months ago,"3,422 plays",40
1967 Music,3107-3 [Lofi] W/n x Nâu x Duongg x Titie,Posted 3 months ago,"5,918 plays",72
1967 Music,Cho Nhau Một Lời Hứa - LUNY Vũ Duy Anh ft. Quang Hùng MasterD,Posted 3 months ago,"1,152 plays",23
1967 Music,Cho Nhau Một Lời Hứa [Lofi] - LUNY Vũ Duy Anh x Quang Hùng MasterD,Posted 3 months ago,"1,236 plays",13
1967 Music,Có Hẹn Với Thanh Xuân [Remix] - Monstar ft. AnhVu,Posted 3 months ago,"35,086 plays",345
1967 Music,530 - Mơ ft Tipss,Posted 3 months ago,"4,693 plays",55
1967 Music,Drunk - Kean,Posted 3 months ago,"105,395 plays",810
Ronniboi,Lang Nghe - Hasted ft. Bình Minh (prod. by Ronniboi),Posted 1 year ago,"852,224 plays","6,699"
Ronniboi,Honesty - Pink Sweat$ (cover),Posted 1 year ago,"24,655 plays",297
Ronniboi,Distance - Kim Kunni (Prod. by Ronniboi),Posted 2 years ago,"22,798 plays",409
Ronniboi,Coffee Cup (feat. Small D),Posted 2 years ago,"724,095 plays","6,761"
Ronniboi,"Tim Dau (feat. Onekay, SOS)",Posted 2 years ago,"381,975 plays","3,109"
Ronniboi,Confident (feat. T.R.I),Posted 2 years ago,"211,019 plays","4,082"
Ronniboi,Little Heart - Kim Kunni (Prod. by Ronniboi),Posted 2 years ago,"40,161 plays",521
Ronniboi,Redbone,Posted 2 years ago,"30,926 plays",464
Ronniboi,People 2,Posted 2 years ago,"4,612 plays",74
Ronniboi,KISS KISS - Ronniboi ft. Wxrdie (prod. by Jsdrmns),Posted 2 years ago,"508,113 plays","4,401"
Ronniboi,Fall For Your Type,Posted 3 years ago,"598,851 plays","3,964"
Ronniboi,I'm Sorry (feat. Lockie),Posted 3 years ago,"43,296 plays",509
Ronniboi,Khi co don em nho ai,Posted 3 years ago,"8,838,685 plays",36.7K
Ronniboi,Used To Missing You (Prod. by Jsdrmns),Posted 3 years ago,"102,021 plays","1,527"
Ronniboi,I wonder - Ronniboi ft. Misa,Posted 3 years ago,"5,446 plays",80
Ronniboi,Self-Control,Posted 3 years ago,"79,135 plays",859
Ronniboi,Pray,Posted 3 years ago,"13,413 plays",153
Ronniboi,Last Christmas (feat. Onekay),Posted 3 years ago,"598,842 plays","4,840"
Ronniboi,Heaven - Ronniboi ft. Kim Chi (prod. by Jsdrmns),Posted 4 years ago,"53,666 plays",658
Ronniboi,I'll Remember You,Posted 4 years ago,"7,111 plays",126
Ronniboi,You're Gonna Live Forever In Me,Posted 4 years ago,"74,917 plays",969
Ronniboi,"I have to go, she said",Posted 4 years ago,"310,960 plays","3,420"
Ronniboi,Love is in the air,Posted 4 years ago,"9,118 plays",101
Ronniboi,Sound of A Broken Heart,Posted 4 years ago,"12,639 plays",158
Ronniboi,Springtime,Posted 4 years ago,"7,816 plays",93
Ronniboi,Moonlight,Posted 5 years ago,"4,682 plays",32
Ronniboi,You Give Me Butterflies,Posted 5 years ago,"12,161 plays",121
Ronniboi,The Way,Posted 5 years ago,"3,325 plays",39
Ronniboi,Crazy for you (Instrumental + hook),Posted 5 years ago,"9,022 plays",106
Ronniboi,If She Knows (Ronniboi remix),Posted 6 years ago,"14,553 plays",122
Ronniboi,Crazy for you (feat. JayV),Posted 6 years ago,"12,597 plays",167
Ronniboi,Be with you (2013),Posted 6 years ago,"13,707 plays",123
Ronniboi,Time of life,Posted 6 years ago,"718,283 plays","4,841"
Ronniboi,Forwards - Ronniboi ft. Jayz,Posted 6 years ago,"7,758 plays",83
Ronniboi,Another Chance (feat. JayV),Posted 6 years ago,"16,480 plays",218
Ronniboi,Em - Ronniboi ft. Tim,Posted 6 years ago,"18,644 plays",157
Ronniboi,Tinh Anh (2013),Posted 6 years ago,"5,456 plays",42
Ronniboi,night stars,Posted 6 years ago,"3,699 plays",26
Ronniboi,raindrops.,Posted 6 years ago,"1,617 plays",12
Ronniboi,off the ground.,Posted 6 years ago,"1,522 plays",13
Ronniboi,Butterflies (feat. JayV),Posted 6 years ago,"58,944 plays",412
Ronniboi,One More Try (2013),Posted 6 years ago,"2,892 plays",34
Ronniboi,People,Posted 6 years ago,"26,514 plays",329
Ronniboi,Amor Fati - Epik High cover (demo),Posted 6 years ago,"1,318 plays",6
Ronniboi,Mama,Posted 7 years ago,"11,154 plays",118
Ronniboi,I Miss You(demo),Posted 7 years ago,"2,100 plays",23
Ronniboi,Crying over you (cover/remix) - Ronniboi ft. Trod,Posted 7 years ago,"4,197 plays",44
Ronniboi,Twenty,Posted 7 years ago,731 plays,8
Ronniboi,Ngay xua em den (remix),Posted 8 years ago,"4,870 plays",39
Ronniboi,The Motion - Drake (cover/remix),Posted 8 years ago,"1,869 plays",17
Ronniboi,"Hold on, we're going home (cover)",Posted 8 years ago,557 plays,7
Ronniboi,Bad Boy - English cover,Posted 8 years ago,"3,209 plays",46
Ronniboi,Rainydays,Posted 8 years ago,"1,314 plays",9
Ronniboi,Memories - Ron Nguyen ft Ron Huynh,Posted 8 years ago,914 plays,9
Ronniboi,CLARITY - ZEDD (RONNIBOII REMIX),Posted 8 years ago,371 plays,6
Ronniboi,"There's you, there's me(demo)",Posted 8 years ago,253 plays,2
Ronniboi,Yesterday (original) - Ron Nguyen,Posted 8 years ago,317 plays,2
Ronniboi,Don't forget me,Posted 9 years ago,"1,644 plays",16
Ronniboi,Lighters - Ronniboi ft. Jayv,Posted 10 years ago,"1,534 plays",22
Hawys.,tlinh - GÁI ĐỘC THÂN (HAWYS REMIX),Posted 13 days ago,"2,890 plays",58
Hawys.,vô tình ta lạc mất nhau..,Posted 1 month ago,"4,678 plays",83
Hawys.,Chợt Tỉnh Giấc - Quang Anh Rhyder (Lo-fi ver by Hawys),Posted 2 months ago,"1,021 plays",19
Hawys.,HIEUTHUHAI - NGHE NHƯ TÌNH YÊU (FELIKS ALVIN REMIX) | HAWYS EDIT,Posted 2 months ago,"219,490 plays","1,809"
Hawys.,Moonlight Romance (Lo-fi Edit),Posted 3 months ago,"74,547 plays","1,735"
Hawys.,Da LAB - THỨC GIẤC (HAWYS REMIX),Posted 3 months ago,"133,334 plays",560
Hawys.,HOÀNG TÔN x LYHAN - TÌNH YÊU NGỦ QUÊN (HAWYS 80s REMIX),Posted 3 months ago,"534,601 plays","4,009"
Hawys.,JSOL x Hoàng Duyên - Sài Gòn Hôm Nay Mưa (Lo-fi ver by Hawys),Posted 4 months ago,"147,468 plays","2,562"
Hawys.,Orange x Hoàng Dũng - Khi Em Lớn (Lo-fi ver by Hawys),Posted 5 months ago,"1,737,670 plays",10.3K
Hawys.,đơn phương là gì em nhỉ?,Posted 5 months ago,"6,626 plays",119
Hawys.,SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN (HAWYS REMIX),Posted 5 months ago,"206,330 plays","1,124"
Hawys.,Anh có bàn tay để nắm tất cả nhưng không thế nắm được tay em..,Posted 6 months ago,"231,733 plays","1,311"
Hawys.,𝙪 𝙖𝙧𝙚 𝙖𝙡𝙡 𝙞 𝙩𝙝𝙞𝙣𝙠 𝙖𝙗𝙤𝙪𝙩 𝙖𝙩 𝙣𝙞𝙜𝙝𝙩..,Posted 7 months ago,"3,582 plays",83
Hawys.,lovesick 1402,Posted 8 months ago,"1,502 plays",17
Hawys.,Anh chỉ muốn anh gần em hơn..,Posted 9 months ago,"31,082 plays",369
Hawys.,"có công mài sắt, có ngày iu em",Posted 11 months ago,"2,842 plays",70
Hawys.,vì con tim chưa bao giờ nghe theo lí trí..,Posted 1 year ago,"16,346 plays",188
Hawys.,Bozitt - Những gì anh nói (Lofi ver by Hawys),Posted 1 year ago,"422,050 plays","2,492"
Hawys.,L.Y.2,Posted 1 year ago,"2,515 plays",46
Hawys.,Xe Đạp - Charles Huynh Cover (Lo-fi ver by Hawys),Posted 1 year ago,"14,681 plays",170
Hawys.,need u,Posted 1 year ago,"18,275 plays",253
Hawys.,hawys - sunrise,Posted 1 year ago,"5,406 plays",100
Hawys.,p l a y  d a t e (Lofi edit),Posted 1 year ago,"13,686 plays",212
Hawys.,JUSTATEE x TIÊN TIÊN - CẦN GÌ HƠN (HAWYS X NGHIANGUYEN. REMIX),Posted 1 year ago,"6,404 plays",103
Hawys.,PHÁO X WACK - HAI PHÚT HƠN (HAWYS REMIX),Posted 1 year ago,"10,343 plays",140
Hawys.,Vẫn là QuaBanh nhưng..,Posted 1 year ago,"11,333 plays",122
Hawys.,Anh cho em mùa xuân (Lo-fi ver by Hawys),Posted 1 year ago,"82,519 plays","1,253"
Hawys.,𝘔𝘦𝘮𝘰𝘳𝘪𝘦𝘴.. (Free Lo-Fi Type Beat),Posted 1 year ago,"14,074 plays",183
Hawys.,đã lỡ iu em nhìu (hawys retro rimex),Posted 1 year ago,"11,643 plays",173
Hawys.,Thắc Mắc (Lo-fi ver by Hawys) - Có lẽ em đã khóc rất nhiều..,Posted 2 years ago,"1,264,763 plays",13.7K
Hawys.,Ｒｅａｌ ｆｒｉｅｎｄｓ(lofi ver by hawys),Posted 2 years ago,"28,117 plays",428
Hawys.,HOAPROX ft XESI - NOI EM MUON TOI (HAWYS REMIX),Posted 2 years ago,"6,860 plays",87
Hawys.,HAWYS - SEE THE LIGHT (FREE DOWNLOAD!),Posted 2 years ago,"4,128 plays",65
Hawys.,Việt - Hơn Cả Mây Trời (lofi ver by hawys),Posted 2 years ago,"4,959,975 plays",38.1K
Hawys.,Thịnh Suy - Một đêm say (lo-fi ver by hawys),Posted 2 years ago,"183,426 plays","1,663"
Hawys.,𝙚𝙢 𝙣𝙝𝙪 𝙗𝙤𝙣𝙜 𝙝𝙤𝙖,Posted 2 years ago,"267,873 plays","2,602"
Hawys.,Maroon5 - Girls Like You (Hawys Remix),Posted 3 years ago,"5,808 plays",84
TIEN TIEN,DAMN GOOD,Posted 9 months ago,900 plays,27
TIEN TIEN,DAMN GOOD - TIEN TIEN X AazuKi,Posted 9 months ago,"18,293 plays",316
TIEN TIEN,LO XA - TIEN TIEN,Posted 10 months ago,"880,068 plays","6,743"
TIEN TIEN,I DON'T WANNA MISS YOU - TIEN TIEN x TRANG,Posted 1 year ago,"596,094 plays","5,726"
TIEN TIEN,VE VOI EM DI - (DUCKV REMIX),Posted 1 year ago,"49,365 plays",570
TIEN TIEN,CAN GI HON? - TIEN TIEN x JUSTATEE,Posted 1 year ago,"9,104,599 plays",35.2K
TIEN TIEN,"INTRO - EP ""NHAC CUA CHUNG""",Posted 2 years ago,"19,802 plays",75
TIEN TIEN,"CHAC ANH ĐANG (PIANO) - TIEN TIEN x TRANG [EP ""NHAC CUA CHUNG""]",Posted 2 years ago,"1,654,490 plays","9,528"
TIEN TIEN,CAU TRA LOI - TIEN TIEN x TRANG,Posted 2 years ago,"1,493,633 plays",11.3K
TIEN TIEN,TA CAM ON - TIEN TIEN,Posted 2 years ago,"66,235 plays",694
TIEN TIEN,DAU CAN MOT BAI CA TINH YEU,Posted 2 years ago,"14,132,604 plays",70.9K
TIEN TIEN,CHILL WITH ME - TIEN TIEN (ALBUM 2018),Posted 2 years ago,"288,105 plays","5,299"
TIEN TIEN,QUA NGAY MAI - TIEN TIEN,Posted 2 years ago,"817,395 plays","7,688"
TIEN TIEN,"YOU USED TO BE ""MY EVERYTHING""",Posted 4 years ago,"392,150 plays","3,578"
TIEN TIEN,VE VOI EM DI - DEMO,Posted 4 years ago,"118,745 plays","1,583"
TIEN TIEN,DEMO 2014 - MY EVERYTHING - DEEPHOUSE,Posted 6 years ago,"728,974 plays","8,501"
Hawys.,tlinh - GÁI ĐỘC THÂN (HAWYS REMIX),Posted 13 days ago,"2,891 plays",58
Hawys.,vô tình ta lạc mất nhau..,Posted 1 month ago,"4,678 plays",83
Hawys.,Chợt Tỉnh Giấc - Quang Anh Rhyder (Lo-fi ver by Hawys),Posted 2 months ago,"1,021 plays",19
Hawys.,HIEUTHUHAI - NGHE NHƯ TÌNH YÊU (FELIKS ALVIN REMIX) | HAWYS EDIT,Posted 2 months ago,"219,494 plays","1,809"
Hawys.,Moonlight Romance (Lo-fi Edit),Posted 3 months ago,"74,547 plays","1,735"
Hawys.,Da LAB - THỨC GIẤC (HAWYS REMIX),Posted 3 months ago,"133,335 plays",560
Hawys.,HOÀNG TÔN x LYHAN - TÌNH YÊU NGỦ QUÊN (HAWYS 80s REMIX),Posted 3 months ago,"534,602 plays","4,009"
Hawys.,JSOL x Hoàng Duyên - Sài Gòn Hôm Nay Mưa (Lo-fi ver by Hawys),Posted 4 months ago,"147,468 plays","2,562"
Hawys.,Orange x Hoàng Dũng - Khi Em Lớn (Lo-fi ver by Hawys),Posted 5 months ago,"1,737,674 plays",10.3K
Hawys.,đơn phương là gì em nhỉ?,Posted 5 months ago,"6,626 plays",119
Hawys.,SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN (HAWYS REMIX),Posted 5 months ago,"206,330 plays","1,124"
Hawys.,Anh có bàn tay để nắm tất cả nhưng không thế nắm được tay em..,Posted 6 months ago,"231,735 plays","1,311"
Hawys.,𝙪 𝙖𝙧𝙚 𝙖𝙡𝙡 𝙞 𝙩𝙝𝙞𝙣𝙠 𝙖𝙗𝙤𝙪𝙩 𝙖𝙩 𝙣𝙞𝙜𝙝𝙩..,Posted 7 months ago,"3,582 plays",83
Hawys.,lovesick 1402,Posted 8 months ago,"1,502 plays",17
Hawys.,Anh chỉ muốn anh gần em hơn..,Posted 9 months ago,"31,082 plays",369
Hawys.,"có công mài sắt, có ngày iu em",Posted 11 months ago,"2,842 plays",70
Hawys.,vì con tim chưa bao giờ nghe theo lí trí..,Posted 1 year ago,"16,346 plays",188
Hawys.,Bozitt - Những gì anh nói (Lofi ver by Hawys),Posted 1 year ago,"422,051 plays","2,492"
Hawys.,L.Y.2,Posted 1 year ago,"2,515 plays",46
Hawys.,Xe Đạp - Charles Huynh Cover (Lo-fi ver by Hawys),Posted 1 year ago,"14,681 plays",170
Hawys.,need u,Posted 1 year ago,"18,275 plays",253
Hawys.,hawys - sunrise,Posted 1 year ago,"5,406 plays",100
Hawys.,p l a y  d a t e (Lofi edit),Posted 1 year ago,"13,686 plays",212
Hawys.,JUSTATEE x TIÊN TIÊN - CẦN GÌ HƠN (HAWYS X NGHIANGUYEN. REMIX),Posted 1 year ago,"6,404 plays",103
Hawys.,PHÁO X WACK - HAI PHÚT HƠN (HAWYS REMIX),Posted 1 year ago,"10,343 plays",140
Hawys.,Vẫn là QuaBanh nhưng..,Posted 1 year ago,"11,333 plays",122
Hawys.,Anh cho em mùa xuân (Lo-fi ver by Hawys),Posted 1 year ago,"82,519 plays","1,253"
Hawys.,𝘔𝘦𝘮𝘰𝘳𝘪𝘦𝘴.. (Free Lo-Fi Type Beat),Posted 1 year ago,"14,074 plays",183
Hawys.,đã lỡ iu em nhìu (hawys retro rimex),Posted 1 year ago,"11,643 plays",173
Hawys.,Thắc Mắc (Lo-fi ver by Hawys) - Có lẽ em đã khóc rất nhiều..,Posted 2 years ago,"1,264,763 plays",13.7K
Hawys.,Ｒｅａｌ ｆｒｉｅｎｄｓ(lofi ver by hawys),Posted 2 years ago,"28,117 plays",428
Hawys.,HOAPROX ft XESI - NOI EM MUON TOI (HAWYS REMIX),Posted 2 years ago,"6,860 plays",87
Hawys.,HAWYS - SEE THE LIGHT (FREE DOWNLOAD!),Posted 2 years ago,"4,128 plays",65
Hawys.,Việt - Hơn Cả Mây Trời (lofi ver by hawys),Posted 2 years ago,"4,959,985 plays",38.1K
Hawys.,Thịnh Suy - Một đêm say (lo-fi ver by hawys),Posted 2 years ago,"183,426 plays","1,663"
Hawys.,𝙚𝙢 𝙣𝙝𝙪 𝙗𝙤𝙣𝙜 𝙝𝙤𝙖,Posted 2 years ago,"267,873 plays","2,602"
Hawys.,Maroon5 - Girls Like You (Hawys Remix),Posted 3 years ago,"5,808 plays",84
TÙA,Nếu Anh Thấy Lòng Mình Yếu Đuối - Tùa x CM1X,Posted 18 days ago,"206,208 plays","4,460"
TÙA,Room 21 - Tùa x CM1X,Posted 1 month ago,"29,402 plays",428
TÙA,CTTLTT Live Session | Đôi lời | TÙA x Nghiia (Cover),Posted 5 months ago,"2,815 plays",45
TÙA,CTTLTT Live Session | Liệu anh có nghe | TÙA (Cover),Posted 5 months ago,"3,428 plays",45
TÙA,Cuộc Điện Thoại - Tùa x CM1X,Posted 1 year ago,"723,078 plays","8,700"
TÙA,Điều Chưa Nói (Ballad Version) - Tùa x CM1X,Posted 1 year ago,"2,038 plays",68
TÙA,Mình Chẳng Thể Cùng Nhau - Tùa x CM1X,Posted 2 years ago,"857,970 plays","8,443"
TÙA,Ngày Hôm Nay Của Anh Thế Nào - Tùa x Freaky x CM1X,Posted 2 years ago,"1,821,143 plays",17.4K
TÙA,Điều Chưa Nói - Tùa x CM1X,Posted 2 years ago,"1,809,378 plays",18.5K
RPT Phongkhin,"XTC (feat. RPT MCK, tlinh & RPT Groovie) [Special Version]",Posted 4 days ago,"3,646 plays",296
RPT Phongkhin,MOJOSET,Posted 22 days ago,"2,105 plays",84
RPT Phongkhin,1 set nhạc không nhớ đi diễn ở đâu nhưng mà được =)))))),Posted 22 days ago,"3,797 plays",181
RPT Phongkhin,vo van vkl,Posted 22 days ago,"2,191 plays",108
RPT Phongkhin,5h kém 40 phút,Posted 22 days ago,"1,307 plays",56
RPT Phongkhin,demo linh tinh,Posted 27 days ago,"5,964 plays",184
RPT Phongkhin,"Đừng,đưa cho anh..",Posted 29 days ago,"5,203 plays",164
RPT Phongkhin,🤦‍♂️muộn rồi đi ngủ đi🤦‍♂️,Posted 1 month ago,"11,600 plays",392
RPT Phongkhin,#MusicRequestByFans - 01 : Prod by MinFee,Posted 2 months ago,"3,353 plays",92
RPT Phongkhin,"m,i,d,9 demo",Posted 2 months ago,"37,297 plays",629
RPT Phongkhin,b o m a y t h i c h n o n h u t h e d a y 😕 s e o ?,Posted 2 months ago,"5,267 plays",149
RPT Phongkhin,myanh reallove Challenge,Posted 3 months ago,"6,789 plays",178
RPT Phongkhin,Dude !@#%$#%& mtfk,Posted 4 months ago,"6,931 plays",170
RPT Phongkhin,< < < L$D > > >,Posted 4 months ago,"10,521 plays",384
RPT Phongkhin,555555555,Posted 4 months ago,"3,621 plays",76
RPT Phongkhin,Nhảy đê,Posted 5 months ago,"40,728 plays",461
RPT Phongkhin,[RPT x 95G]  SMO & Lil Wuyn - JUMP ( phongkhìn. remix ),Posted 5 months ago,"158,529 plays","1,162"
RPT Phongkhin,Noel cua Phongkhin feat RPT MCK demo,Posted 6 months ago,"57,134 plays",977
RPT Phongkhin,As$4ap,Posted 8 months ago,"7,659 plays",124
RPT Phongkhin,Saturday & sunday,Posted 8 months ago,"9,275 plays",146
RPT Phongkhin,Andree Vô Tâm,Posted 8 months ago,"13,141 plays",225
RPT Phongkhin,Rapitality Cypher Tết - prod by rpt.phongkhin,Posted 8 months ago,"64,429 plays",768
RPT Phongkhin,Thủ Đô Cypher rmx - RPT MCK $ RPT Orijinn $ lf.low.g $ RZ Mas,Posted 9 months ago,"1,958,545 plays","9,903"
RPT Phongkhin,thờ error,Posted 10 months ago,"123,575 plays","1,993"
RPT Phongkhin,Error:102 mixset,Posted 10 months ago,"37,384 plays",809
RPT Phongkhin,for them/lover,Posted 10 months ago,"5,023 plays",112
RPT Phongkhin,Praise The Lord,Posted 10 months ago,"12,446 plays",111
RPT Phongkhin,Kota The Phongkhin,Posted 10 months ago,"5,011 plays",80
RPT Phongkhin,"1900 Hiphop Party #5 : CDSL ""Count the blessings""",Posted 10 months ago,"13,470 plays",365
RPT Phongkhin,PHÁT ĐIÊN !!!,Posted 11 months ago,"22,807 plays",474
RPT Phongkhin,VDLYER flip flip,Posted 1 year ago,"10,489 plays",143
RPT Phongkhin,blinding line,Posted 1 year ago,"10,573 plays",208
RPT Phongkhin,stuck with you,Posted 1 year ago,"45,423 plays","1,065"
RPT Phongkhin,i'm so tired ..,Posted 1 year ago,"11,788 plays",215
RPT Phongkhin,tonghopnhacnhieuthangtruoc,Posted 1 year ago,"19,851 plays",439
RPT Phongkhin,Tlinh - Thích quá rùi nà feat. trungtran (instrumental),Posted 1 year ago,"25,736 plays",265
RPT Phongkhin,Đi Lò Kò,Posted 1 year ago,"19,402 plays",363
RPT Phongkhin,Rap cham thoy phien ban lac lu.,Posted 1 year ago,"172,155 plays","2,891"
RPT Phongkhin,khongchoido,Posted 1 year ago,"150,822 plays","2,275"
RPT Phongkhin,Tlinh - Thích Quá Rùi Nà ft. Trung Trần (prod by @rpt.phongkhin ),Posted 1 year ago,"16,361,588 plays",109K
RPT Phongkhin,"Wxrdie - THE PARTY NEVER ENDS ft.PrettyXIX , 2PILLZ (pacman flip)",Posted 1 year ago,"307,723 plays","2,594"
RPT Phongkhin,Baby i'm Good - Kim Chi Sun (pac rmx),Posted 1 year ago,"193,118 plays","2,551"
RPT Phongkhin,happy năm con chuột,Posted 1 year ago,"7,399 plays",182
RPT Phongkhin,noi da ga - kha ba travis,Posted 1 year ago,"125,802 plays","2,486"
RPT Phongkhin,milkshake(reup+remaster),Posted 1 year ago,"9,673 plays",130
RPT Phongkhin,OG mixtape,Posted 1 year ago,"26,271 plays",565
RPT Phongkhin,"""C Minor""",Posted 1 year ago,"21,066 plays",393
RPT Phongkhin,hallelujah,Posted 1 year ago,"4,361 plays",66
RPT Phongkhin,im so lost w/o you,Posted 2 years ago,"6,630 plays",95
RPT Phongkhin,all-time bae flip,Posted 2 years ago,"21,685 plays",370
RPT Phongkhin,Đi Đua Đê,Posted 2 years ago,"56,521 plays","1,062"
RPT Phongkhin,bad guy,Posted 2 years ago,"7,032 plays",171
RPT Phongkhin,CDSL'S PARTY:MOVEMENT MIXSET,Posted 2 years ago,"21,318 plays",439
RPT Phongkhin,ny cà fê,Posted 2 years ago,"4,966 plays",82
RPT Phongkhin,ok,Posted 2 years ago,"16,991 plays",276
RPT Phongkhin,lazyfriday.,Posted 2 years ago,"18,284 plays",300
RPT Phongkhin,born that way.,Posted 2 years ago,"16,790 plays",243
RPT Phongkhin,Thôi chào iem - CAM (cover),Posted 2 years ago,"37,715 plays",438
RPT Phongkhin,Iem da ngu chua - nger (cover),Posted 2 years ago,"54,445 plays",635
RPT Phongkhin,"Marzuz,TSL - 2ndtime (pacman. rework)",Posted 2 years ago,"380,005 plays","3,473"
RPT Phongkhin,im not sure how much I love you,Posted 2 years ago,"12,655 plays",271
RPT Phongkhin,rosé,Posted 2 years ago,"36,328 plays",614
RPT Phongkhin,minimix,Posted 2 years ago,"108,283 plays","2,106"
RPT Phongkhin,she will be loved,Posted 2 years ago,"43,536 plays",737
RPT Phongkhin,"dear Santa,i just want to be happy",Posted 2 years ago,"63,312 plays",930
RPT Phongkhin,hư quá đi,Posted 2 years ago,"36,417 plays",552
RPT Phongkhin,em zero the,Posted 3 years ago,"44,637 plays",706
RPT Phongkhin,here n now,Posted 3 years ago,"24,515 plays",415
RPT Phongkhin,"good,bye",Posted 3 years ago,"14,173 plays",188
RPT Phongkhin,a little bit of your love,Posted 3 years ago,"34,263 plays",539
RPT Phongkhin,your girl(s),Posted 3 years ago,"30,262 plays",486
RPT Phongkhin,sleepless ‘,Posted 3 years ago,"61,977 plays","1,168"
RPT Phongkhin,lovestory ?,Posted 3 years ago,"431,140 plays","5,819"
RPT Phongkhin,promise me/,Posted 3 years ago,"16,168 plays",270
RPT Phongkhin,minhmeo - Safe flight ( pacman. Edit ),Posted 3 years ago,"32,061 plays",443
RPT Phongkhin,Rhymastic - Treasure & Yêu 5 (pacman. Flip),Posted 3 years ago,"174,014 plays","2,303"
